id,name,start,end,cpu_count,avg_cpu_usage,cpu_model,memory,rapl_timeseries,cpu_usage_timeseries,average_co2e,marginal_co2e,embodied_co2e,avg_ci,ci_timeseries
1,NFCORE_NANOSEQ:NANOSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,1725525530619,1725525532332,1,72.7,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,6442450944.0,,,0.0011691687531831237,0.0011691687531831237,0.0,386.913976,
10,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,1725526901722,1725526955251,6,106.1,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,25769803776.0,,,0.08769720294623544,0.08769720294623544,0.0,386.913976,
9,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,1725526955351,1725527100000,2,89.9,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,12884901888.0,,,0.1733462585970532,0.1733462585970532,0.0,386.913976,
6,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,1725528259348,1725528300000,2,93.7,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,12884901888.0,,,0.35379235635713696,0.35379235635713696,0.0,386.913976,
2,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:NANOPLOT,1725528288265,1725528300000,2,96.1,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,12884901888.0,,,0.3616917736720314,0.3616917736720314,0.0,386.913976,
8,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1725528664178,1725528672852,1,99.6,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,6442450944.0,,,0.007299499725517199,0.007299499725517199,0.0,386.913976,
20,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1725528672952,1725528681523,1,100.1,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,6442450944.0,,,0.0072381537085516165,0.0072381537085516165,0.0,386.913976,
14,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1725528681624,1725528690149,1,99.9,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,6442450944.0,,,0.0071892284362864165,0.0071892284362864165,0.0,386.913976,
17,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1725528690249,1725528698709,1,100.0,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,6442450944.0,,,0.007139414067947201,0.007139414067947201,0.0,386.913976,
11,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1725528698809,1725528707271,1,99.9,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,6442450944.0,,,0.007136099827314447,0.007136099827314447,0.0,386.913976,
4,NFCORE_NANOSEQ:NANOSEQ:PREPARE_GENOME:SAMTOOLS_FAIDX,1725528707372,1725528715841,1,100.1,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,6442450944.0,,,0.0071520153725030495,0.0071520153725030495,0.0,386.913976,
7,NFCORE_NANOSEQ:NANOSEQ:QCFASTQ_NANOPLOT_FASTQC:FASTQC,1725528625251,1725528738472,6,103.3,Intel(R) Core(TM) i7-10700T CPU @ 2.00GHz,25769803776.0,,,0.18361736572547344,0.18361736572547344,0.0,386.913976,
