task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
3,hu-worker-c34,7a/cf1f4d,nf-7acf1f4d5ba5c7cc517c5aab3c94d954-a19dc,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK,input.csv,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,1073741824,1,1749680761893,1718058367000,1718058367000,5107,0,-,96.6,0.0,3317760,5640192,3317760,5644288,712952,4923,279,18,0,16384,5,0,/input/data/work/7a/cf1f4d5ba5c7cc517c5aab3c94d954,true,-
2,hu-worker-c28,84/7d31bd,nf-847d31bd7727e3c5e1f60b1f7e874276-c91b8,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,1712324608,1,1749680761941,1718058367000,1718058410000,48059,42000,-,99.5,0.4,1174769664,1186750464,1174769664,1186754560,4064228517,838279379,496316,104481,200704,838295552,23,4411,/input/data/work/84/7d31bd7727e3c5e1f60b1f7e874276,true,-
1,hu-worker-c27,1d/9f93c0,nf-1d9f93c0851ba33ad2a597b2d1b46543-da51e,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,1073741824,1,1749680761831,1718058369000,1718058423000,61169,53000,-,100.0,0.0,4829184,12550144,4829184,12554240,3147403099,5959,48261,20,0,16384,8,2523,/input/data/work/1d/9f93c0851ba33ad2a597b2d1b46543,true,-
78,hu-worker-c31,cf/ce0aad,nf-cfce0aad3fa68a67d5ba6f3f6fadf2ca-17075,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1749680773858,1718058380000,1718058479000,105142,98000,-,200.9,0.4,545443840,4029706240,555462656,4096819200,1831956813,3672463,3544934,11225,59482112,4366336,137,3,/input/data/work/cf/ce0aad3fa68a67d5ba6f3f6fadf2ca,true,-
47,hu-worker-c31,d4/fb7074,nf-d4fb707463a9752ee42a7ebdff61c959-30967,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1749680772239,1718058381000,1718058526000,153761,144000,-,200.1,0.4,540295168,3961544704,554651648,3965710336,2761688242,3683676,5360814,11252,0,4538368,7,4,/input/data/work/d4/fb707463a9752ee42a7ebdff61c959,true,-
66,hu-worker-c31,31/efd682,nf-31efd682f3ab795fb95dd77767cfbd31-27259,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100_REP1,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100_REP1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1749680771320,1718058381000,1718058540000,168680,158000,-,199.6,0.4,552833024,4166029312,561561600,4233142272,3163887108,3680003,6146350,11244,540672,4612096,7,3,/input/data/work/31/efd682f3ab795fb95dd77767cfbd31,true,-
82,hu-worker-c28,d1/25b0c0,nf-d125b0c0c57c9975dcd88b4b12180f90-784e8,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA,rsem/genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),COMPLETED,0,-,quay.io/biocontainers/mulled-v2-cf0123ef83b3c38c13e3b0696a3f285d3f20f15b:64aad4a4e144878400649e71f42105311be7ed87-0,1,57600000,-,1729101824,1,1749680815458,1718058416000,1718058584000,168542,163000,-,100.0,0.4,1189138432,1522274304,1190494208,1522278400,4568154975,1562136160,522502,3509959,51253248,1562169344,116,3777,/input/data/work/d1/25b0c0c57c9975dcd88b4b12180f90,true,-
50,hu-worker-c26,d2/1089b9,nf-d21089b9b94247e877add6a9c59a6b03-40be9,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1749680771824,1718058380000,1718058639000,267176,258000,-,206.4,0.2,507285504,3821027328,507666432,3854254080,1417818072,3669190,2736080,11268,4194304,4882432,7,4,/input/data/work/d2/1089b9b94247e877add6a9c59a6b03,true,-
12,hu-worker-c27,3f/31fa4d,nf-3f31fa4da866989f5286c963bc4518c7-df315,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1749680772280,1718058373000,1718058695000,322720,321000,-,203.7,0.2,557674496,3893383168,559804416,3920244736,1740183665,3670770,3365706,11314,0,5070848,17,7,/input/data/work/3f/31fa4da866989f5286c963bc4518c7,true,-
15,hu-worker-c35,79/9af2a7,nf-799af2a773b12d61d5ef091e9305fa57-d45d7,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1749680772411,1718058382000,1718058744000,371589,361000,-,203.7,0.2,528912384,4032507904,528912384,4032512000,2183682149,3676844,4231903,11236,0,5222400,8,4,/input/data/work/79/9af2a773b12d61d5ef091e9305fa57,true,-
