task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
2,hu-worker-c34,19/7173ca,nf-197173ca8cb7beadcda456df486cf967-cc054,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK,input.csv,NFCORE_RNASEQ:RNASEQ:INPUT_CHECK:SAMPLESHEET_CHECK (input.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,1073741824,1,1748877010738,1717254621000,1717254621000,10262,0,-,80.0,0.0,3211264,5640192,3211264,5644288,712944,4921,279,18,0,16384,2,1,/input/data/work/19/7173ca8cb7beadcda456df486cf967,true,-
1,hu-worker-c27,cf/06faa7,nf-cf06faa73b82a644b7e9f53ccda7be8d-f1c0f,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:GTF_GENE_FILTER (genome.fa),COMPLETED,0,-,quay.io/biocontainers/python:3.9--1,1,14400000,-,1712324608,1,1748877010633,1717254615000,1717254626000,15367,10000,-,98.2,0.4,1174794240,1186750464,1174794240,1186754560,4064228410,838279374,496316,104481,4616192,838287360,57,3269,/input/data/work/cf/06faa73b82a644b7e9f53ccda7be8d,true,-
3,hu-worker-c28,95/79a2dc,nf-9579a2dcbcb3ccdcb5597437939bb77b-c585f,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.16.1--h6899075_1,1,14400000,-,1073741824,1,1748877010684,1717254613000,1717254624000,13316,11000,-,98.2,0.0,4849664,12550144,4849664,12554240,3147403161,5960,48261,20,9629696,16384,53,1777,/input/data/work/95/79a2dcbcb3ccdcb5597437939bb77b,true,-
42,hu-worker-c26,eb/0ebd5f,nf-eb0ebd5f012f60f657449a40c13d3529-1c777,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1748877026824,1717254628000,1717254708000,81176,79000,-,203.4,0.2,462934016,3745140736,464175104,3812253696,1417994632,3669185,2736240,11268,0,4329472,11,10,/input/data/work/eb/0ebd5f012f60f657449a40c13d3529,true,-
82,hu-worker-c35,17/0569e1,nf-170569e186e1e7ba3be09d96ab26e99c-edeb8,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA,rsem/genome.fa,NFCORE_RNASEQ:RNASEQ:PREPARE_GENOME:MAKE_TRANSCRIPTS_FASTA (rsem/genome.fa),COMPLETED,0,-,quay.io/biocontainers/mulled-v2-cf0123ef83b3c38c13e3b0696a3f285d3f20f15b:64aad4a4e144878400649e71f42105311be7ed87-0,1,57600000,-,1729101824,1,1748877029125,1717254629000,1717254709000,79875,78000,-,62.7,0.4,1189466112,1522274304,1190928384,1522278400,4568155012,1562136176,522502,3509959,67411968,1562161152,62941,66531,/input/data/work/17/0569e186e1e7ba3be09d96ab26e99c,true,-
11,hu-worker-c26,6b/ad39e9,nf-6bad39e9b0ed8408c1b434fd197fded5-eebb8,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1748877026136,1717254628000,1717254728000,101864,99000,-,200.2,0.2,543281152,4302352384,566071296,4306706432,1740177515,3670763,3365687,11230,0,4395008,17,13,/input/data/work/6b/ad39e9b0ed8408c1b434fd197fded5,true,-
81,hu-worker-c26,63/47c051,nf-6347c051391927b18081edc41ef484fd-0adfd,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhINFa2b_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhINFa2b_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1748877027704,1717254628000,1717254733000,105296,103000,-,201.3,0.2,463470592,3813302272,463470592,3814346752,1831956636,3672463,3544935,11309,0,4452352,16,7,/input/data/work/63/47c051391927b18081edc41ef484fd,true,-
12,hu-worker-c27,9b/606fc8,nf-9b606fc8a02a8e1f27aad7649a81c10a-9e876,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1748877025236,1717254625000,1717254734000,108764,108000,-,201.1,0.2,549441536,3825221632,553275392,3888140288,2183676176,3676834,4231882,11236,33312768,4423680,150,43,/input/data/work/9b/606fc8a02a8e1f27aad7649a81c10a,true,-
26,hu-worker-c31,2f/557019,nf-2f557019c1bc73c4ec55718683390981-bb70f,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1748877024931,1717254628000,1717254739000,114069,110000,-,201.6,0.3,463036416,3676979200,463036416,3744092160,2256972486,3675334,4375042,11242,64761856,4390912,129,0,/input/data/work/2f/557019c1bc73c4ec55718683390981,true,-
6,hu-worker-c30,e6/3116ef,nf-e63116ef9107d1e5b17ca11c6d69a91f-fc71f,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,CONTROL_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (CONTROL_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1748877025366,1717254628000,1717254749000,123634,119000,-,199.5,0.3,463642624,3679076352,463642624,3744092160,2508432811,3693330,4866149,11311,55627776,4440064,130,0,/input/data/work/e6/3116ef9107d1e5b17ca11c6d69a91f,true,-
35,hu-worker-c27,0c/7c93b8,nf-0c7c93b8d078705cf5a95336070bb62e-76724,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNa2b_100_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNa2b_100_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1748877025432,1717254626000,1717254751000,125568,124000,-,201.0,0.2,460722176,3813302272,461549568,3813310464,2507998200,3695794,4865330,11322,0,4501504,12,0,/input/data/work/0c/7c93b8d078705cf5a95336070bb62e,true,-
17,hu-worker-c30,e1/6ed5ac,nf-e16ed5acfe2d1f9437160738b1961699-a48c3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_mIFNa11_10000_REP3,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_mIFNa11_10000_REP3),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1748877025574,1717254629000,1717254748000,122426,118000,-,200.9,0.3,459079680,3676979200,459079680,3676987392,2518976010,3693321,4886775,11264,5046272,4448256,131,93,/input/data/work/e1/6ed5acfe2d1f9437160738b1961699,true,-
37,hu-worker-c35,a4/097bed,nf-a4097bed1e14374dc92c550f4a7765f2-008b2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC,TREATMENT_rhIFNb_100000_REP2,NFCORE_RNASEQ:RNASEQ:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (TREATMENT_rhIFNb_100000_REP2),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1073741824,1,1748877026183,1717254629000,1717254750000,123817,120000,-,198.8,0.2,496836608,3889188864,496836608,3920244736,2401470541,3695702,4657267,11308,9809920,4538368,11,1,/input/data/work/a4/097bed1e14374dc92c550f4a7765f2,true,-
