date,hour,day,month,weekday,ci
2023-01-01,00:00,01,01,Sunday,658.63
2023-01-01,01:00,01,01,Sunday,662.76
2023-01-01,02:00,01,01,Sunday,667.01
2023-01-01,03:00,01,01,Sunday,667.29
2023-01-01,04:00,01,01,Sunday,657.55
2023-01-01,05:00,01,01,Sunday,637.8
2023-01-01,06:00,01,01,Sunday,618.39
2023-01-01,07:00,01,01,Sunday,608.6
2023-01-01,08:00,01,01,Sunday,597.93
2023-01-01,09:00,01,01,Sunday,593.91
2023-01-01,10:00,01,01,Sunday,596.24
2023-01-01,11:00,01,01,Sunday,595.5
2023-01-01,12:00,01,01,Sunday,595.27
2023-01-01,13:00,01,01,Sunday,591.64
2023-01-01,14:00,01,01,Sunday,601.68
2023-01-01,15:00,01,01,Sunday,611.93
2023-01-01,16:00,01,01,Sunday,614.04
2023-01-01,17:00,01,01,Sunday,617.73
2023-01-01,18:00,01,01,Sunday,617.27
2023-01-01,19:00,01,01,Sunday,622.05
2023-01-01,20:00,01,01,Sunday,636.33
2023-01-01,21:00,01,01,Sunday,644.25
2023-01-01,22:00,01,01,Sunday,650.87
2023-01-01,23:00,01,01,Sunday,651.04
2023-01-02,00:00,02,01,Monday,649.85
2023-01-02,01:00,02,01,Monday,654.07
2023-01-02,02:00,02,01,Monday,656.23
2023-01-02,03:00,02,01,Monday,655.86
2023-01-02,04:00,02,01,Monday,646.03
2023-01-02,05:00,02,01,Monday,616.8
2023-01-02,06:00,02,01,Monday,590.92
2023-01-02,07:00,02,01,Monday,583.32
2023-01-02,08:00,02,01,Monday,577.83
2023-01-02,09:00,02,01,Monday,578.19
2023-01-02,10:00,02,01,Monday,580.23
2023-01-02,11:00,02,01,Monday,580.37
2023-01-02,12:00,02,01,Monday,579.93
2023-01-02,13:00,02,01,Monday,582.72
2023-01-02,14:00,02,01,Monday,583.9
2023-01-02,15:00,02,01,Monday,587.63
2023-01-02,16:00,02,01,Monday,605.8
2023-01-02,17:00,02,01,Monday,625.04
2023-01-02,18:00,02,01,Monday,619.5
2023-01-02,19:00,02,01,Monday,629.9
2023-01-02,20:00,02,01,Monday,636.72
2023-01-02,21:00,02,01,Monday,640.25
2023-01-02,22:00,02,01,Monday,641.58
2023-01-02,23:00,02,01,Monday,642.2
2023-01-03,00:00,03,01,Tuesday,646.71
2023-01-03,01:00,03,01,Tuesday,646.31
2023-01-03,02:00,03,01,Tuesday,646.5
2023-01-03,03:00,03,01,Tuesday,649.6
2023-01-03,04:00,03,01,Tuesday,637.52
2023-01-03,05:00,03,01,Tuesday,604.86
2023-01-03,06:00,03,01,Tuesday,583.22
2023-01-03,07:00,03,01,Tuesday,570.99
2023-01-03,08:00,03,01,Tuesday,568.82
2023-01-03,09:00,03,01,Tuesday,567.6
2023-01-03,10:00,03,01,Tuesday,569.28
2023-01-03,11:00,03,01,Tuesday,569.34
2023-01-03,12:00,03,01,Tuesday,575.82
2023-01-03,13:00,03,01,Tuesday,585.52
2023-01-03,14:00,03,01,Tuesday,591.25
2023-01-03,15:00,03,01,Tuesday,603.14
2023-01-03,16:00,03,01,Tuesday,614.9
2023-01-03,17:00,03,01,Tuesday,617.8
2023-01-03,18:00,03,01,Tuesday,610.44
2023-01-03,19:00,03,01,Tuesday,608.82
2023-01-03,20:00,03,01,Tuesday,618.13
2023-01-03,21:00,03,01,Tuesday,636.15
2023-01-03,22:00,03,01,Tuesday,649.68
2023-01-03,23:00,03,01,Tuesday,640.53
2023-01-04,00:00,04,01,Wednesday,639.81
2023-01-04,01:00,04,01,Wednesday,645.73
2023-01-04,02:00,04,01,Wednesday,660.71
2023-01-04,03:00,04,01,Wednesday,659.43
2023-01-04,04:00,04,01,Wednesday,650.9
2023-01-04,05:00,04,01,Wednesday,632.12
2023-01-04,06:00,04,01,Wednesday,607.43
2023-01-04,07:00,04,01,Wednesday,599.38
2023-01-04,08:00,04,01,Wednesday,592.21
2023-01-04,09:00,04,01,Wednesday,580.74
2023-01-04,10:00,04,01,Wednesday,570.43
2023-01-04,11:00,04,01,Wednesday,560.91
2023-01-04,12:00,04,01,Wednesday,559.81
2023-01-04,13:00,04,01,Wednesday,564.84
2023-01-04,14:00,04,01,Wednesday,567.43
2023-01-04,15:00,04,01,Wednesday,571.41
2023-01-04,16:00,04,01,Wednesday,583.64
2023-01-04,17:00,04,01,Wednesday,595.68
2023-01-04,18:00,04,01,Wednesday,605.63
