date,hour,day,month,weekday,ci
2023-01-01,00:00,01,01,Sunday,267.43
2023-01-01,01:00,01,01,Sunday,221.99
2023-01-01,02:00,01,01,Sunday,208.99
2023-01-01,03:00,01,01,Sunday,199.46
2023-01-01,04:00,01,01,Sunday,185.81
2023-01-01,05:00,01,01,Sunday,177.12
2023-01-01,06:00,01,01,Sunday,165.6
2023-01-01,07:00,01,01,Sunday,161.11
2023-01-01,08:00,01,01,Sunday,162.65
2023-01-01,09:00,01,01,Sunday,164.78
2023-01-01,10:00,01,01,Sunday,165.84
2023-01-01,11:00,01,01,Sunday,170.55
2023-01-01,12:00,01,01,Sunday,185.49
2023-01-01,13:00,01,01,Sunday,214.37
2023-01-01,14:00,01,01,Sunday,227.54
2023-01-01,15:00,01,01,Sunday,217.2
2023-01-01,16:00,01,01,Sunday,248.54
2023-01-01,17:00,01,01,Sunday,260.05
2023-01-01,18:00,01,01,Sunday,253.56
2023-01-01,19:00,01,01,Sunday,275.18
2023-01-01,20:00,01,01,Sunday,285.91
2023-01-01,21:00,01,01,Sunday,289.59
2023-01-01,22:00,01,01,Sunday,320.77
2023-01-01,23:00,01,01,Sunday,338.19
2023-01-02,00:00,02,01,Monday,279.32
2023-01-02,01:00,02,01,Monday,222.28
2023-01-02,02:00,02,01,Monday,205.81
2023-01-02,03:00,02,01,Monday,194.26
2023-01-02,04:00,02,01,Monday,172.6
2023-01-02,05:00,02,01,Monday,158.78
2023-01-02,06:00,02,01,Monday,157.46
2023-01-02,07:00,02,01,Monday,158.16
2023-01-02,08:00,02,01,Monday,159.32
2023-01-02,09:00,02,01,Monday,162.51
2023-01-02,10:00,02,01,Monday,164.28
2023-01-02,11:00,02,01,Monday,165.07
2023-01-02,12:00,02,01,Monday,163.11
2023-01-02,13:00,02,01,Monday,174.38
2023-01-02,14:00,02,01,Monday,206.46
2023-01-02,15:00,02,01,Monday,214.83
2023-01-02,16:00,02,01,Monday,218.93
2023-01-02,17:00,02,01,Monday,212.83
