date,hour,day,month,weekday,ci
2024-01-01,00:00,01,01,Monday,61.36
2024-01-01,01:00,01,01,Monday,59.98
2024-01-01,02:00,01,01,Monday,65.71
2024-01-01,03:00,01,01,Monday,63.96
2024-01-01,04:00,01,01,Monday,58.5
2024-01-01,05:00,01,01,Monday,56.69
2024-01-01,06:00,01,01,Monday,60.16
2024-01-01,07:00,01,01,Monday,60.13
2024-01-01,08:00,01,01,Monday,51.5
2024-01-01,09:00,01,01,Monday,40.85
2024-01-01,10:00,01,01,Monday,41.69
2024-01-01,11:00,01,01,Monday,51.42
2024-01-01,12:00,01,01,Monday,69.52
2024-01-01,13:00,01,01,Monday,88.49
2024-01-01,14:00,01,01,Monday,103.17
2024-01-01,15:00,01,01,Monday,105.41
2024-01-01,16:00,01,01,Monday,107.64
2024-01-01,17:00,01,01,Monday,108.01
2024-01-01,18:00,01,01,Monday,96.68
2024-01-01,19:00,01,01,Monday,74.7
2024-01-01,20:00,01,01,Monday,53.74
2024-01-01,21:00,01,01,Monday,39.73
2024-01-01,22:00,01,01,Monday,39.85
2024-01-01,23:00,01,01,Monday,45.66
2024-01-02,00:00,02,01,Tuesday,47.86
2024-01-02,01:00,02,01,Tuesday,53.5
2024-01-02,02:00,02,01,Tuesday,53.17
2024-01-02,03:00,02,01,Tuesday,55.19
2024-01-02,04:00,02,01,Tuesday,57.9
2024-01-02,05:00,02,01,Tuesday,62.83
2024-01-02,06:00,02,01,Tuesday,70.94
2024-01-02,07:00,02,01,Tuesday,89.08
2024-01-02,08:00,02,01,Tuesday,95.35
2024-01-02,09:00,02,01,Tuesday,103.99
2024-01-02,10:00,02,01,Tuesday,116.91
2024-01-02,11:00,02,01,Tuesday,125.94
2024-01-02,12:00,02,01,Tuesday,128.37
2024-01-02,13:00,02,01,Tuesday,130.7
2024-01-02,14:00,02,01,Tuesday,131.41
2024-01-02,15:00,02,01,Tuesday,126.58
2024-01-02,16:00,02,01,Tuesday,132.57
2024-01-02,17:00,02,01,Tuesday,134.62
2024-01-02,18:00,02,01,Tuesday,126.92
2024-01-02,19:00,02,01,Tuesday,117.77
2024-01-02,20:00,02,01,Tuesday,102.39
2024-01-02,21:00,02,01,Tuesday,86.32
2024-01-02,22:00,02,01,Tuesday,67.22
2024-01-02,23:00,02,01,Tuesday,67.37
2024-01-03,00:00,03,01,Wednesday,66.43
2024-01-03,01:00,03,01,Wednesday,65.36
2024-01-03,02:00,03,01,Wednesday,68.75
2024-01-03,03:00,03,01,Wednesday,74.95
2024-01-03,04:00,03,01,Wednesday,77.49
2024-01-03,05:00,03,01,Wednesday,78.13
2024-01-03,06:00,03,01,Wednesday,84.33
2024-01-03,07:00,03,01,Wednesday,108.56
2024-01-03,08:00,03,01,Wednesday,121.48
2024-01-03,09:00,03,01,Wednesday,128.16
2024-01-03,10:00,03,01,Wednesday,126.26
2024-01-03,11:00,03,01,Wednesday,129.87
2024-01-03,12:00,03,01,Wednesday,133.33
2024-01-03,13:00,03,01,Wednesday,137.67
2024-01-03,14:00,03,01,Wednesday,145.0
2024-01-03,15:00,03,01,Wednesday,151.16
2024-01-03,16:00,03,01,Wednesday,158.73
2024-01-03,17:00,03,01,Wednesday,162.25
