date,hour,day,month,weekday,ci
2023-01-01,00:00,01,01,Sunday,238.34
2023-01-01,01:00,01,01,Sunday,220.25
2023-01-01,02:00,01,01,Sunday,223.4
2023-01-01,03:00,01,01,Sunday,228.54
2023-01-01,04:00,01,01,Sunday,223.57
2023-01-01,05:00,01,01,Sunday,231.01
2023-01-01,06:00,01,01,Sunday,245.84
2023-01-01,07:00,01,01,Sunday,245.14
2023-01-01,08:00,01,01,Sunday,225.37
2023-01-01,09:00,01,01,Sunday,218.26
2023-01-01,10:00,01,01,Sunday,209.95
2023-01-01,11:00,01,01,Sunday,209.46
2023-01-01,12:00,01,01,Sunday,219.44
2023-01-01,13:00,01,01,Sunday,220.38
2023-01-01,14:00,01,01,Sunday,218.54
2023-01-01,15:00,01,01,Sunday,200.57
2023-01-01,16:00,01,01,Sunday,154.56
2023-01-01,17:00,01,01,Sunday,126.93
2023-01-01,18:00,01,01,Sunday,121.33
2023-01-01,19:00,01,01,Sunday,123.2
2023-01-01,20:00,01,01,Sunday,127.64
2023-01-01,21:00,01,01,Sunday,123.81
2023-01-01,22:00,01,01,Sunday,125.8
2023-01-01,23:00,01,01,Sunday,147.07
2023-01-02,00:00,02,01,Monday,191.36
2023-01-02,01:00,02,01,Monday,212.11
2023-01-02,02:00,02,01,Monday,216.24
2023-01-02,03:00,02,01,Monday,215.62
2023-01-02,04:00,02,01,Monday,217.34
2023-01-02,05:00,02,01,Monday,220.34
2023-01-02,06:00,02,01,Monday,224.04
2023-01-02,07:00,02,01,Monday,226.04
2023-01-02,08:00,02,01,Monday,245.11
2023-01-02,09:00,02,01,Monday,251.29
2023-01-02,10:00,02,01,Monday,255.61
2023-01-02,11:00,02,01,Monday,256.11
2023-01-02,12:00,02,01,Monday,254.65
2023-01-02,13:00,02,01,Monday,260.42
2023-01-02,14:00,02,01,Monday,263.55
2023-01-02,15:00,02,01,Monday,255.41
2023-01-02,16:00,02,01,Monday,201.01
2023-01-02,17:00,02,01,Monday,171.63
2023-01-02,18:00,02,01,Monday,168.66
2023-01-02,19:00,02,01,Monday,175.86
2023-01-02,20:00,02,01,Monday,184.12
2023-01-02,21:00,02,01,Monday,190.14
2023-01-02,22:00,02,01,Monday,211.42
2023-01-02,23:00,02,01,Monday,232.59
2023-01-03,00:00,03,01,Tuesday,253.87
2023-01-03,01:00,03,01,Tuesday,252.64
2023-01-03,02:00,03,01,Tuesday,250.33
2023-01-03,03:00,03,01,Tuesday,245.15
2023-01-03,04:00,03,01,Tuesday,238.38
2023-01-03,05:00,03,01,Tuesday,243.32
2023-01-03,06:00,03,01,Tuesday,253.13
2023-01-03,07:00,03,01,Tuesday,256.32
2023-01-03,08:00,03,01,Tuesday,255.55
2023-01-03,09:00,03,01,Tuesday,257.46
2023-01-03,10:00,03,01,Tuesday,257.46
2023-01-03,11:00,03,01,Tuesday,259.38
2023-01-03,12:00,03,01,Tuesday,257.99
2023-01-03,13:00,03,01,Tuesday,255.61
2023-01-03,14:00,03,01,Tuesday,252.52
2023-01-03,15:00,03,01,Tuesday,239.84
2023-01-03,16:00,03,01,Tuesday,197.82
2023-01-03,17:00,03,01,Tuesday,180.91
2023-01-03,18:00,03,01,Tuesday,179.14
2023-01-03,19:00,03,01,Tuesday,181.93
2023-01-03,20:00,03,01,Tuesday,180.95
2023-01-03,21:00,03,01,Tuesday,186.85
2023-01-03,22:00,03,01,Tuesday,197.35
2023-01-03,23:00,03,01,Tuesday,240.3
