date,hour,day,month,weekday,ci
2024-01-01,00:00,01,01,Monday,629.25
2024-01-01,01:00,01,01,Monday,630.13
2024-01-01,02:00,01,01,Monday,627.54
2024-01-01,03:00,01,01,Monday,623.54
2024-01-01,04:00,01,01,Monday,612.84
2024-01-01,05:00,01,01,Monday,592.87
2024-01-01,06:00,01,01,Monday,573.2
2024-01-01,07:00,01,01,Monday,568.03
2024-01-01,08:00,01,01,Monday,564.97
2024-01-01,09:00,01,01,Monday,566.12
2024-01-01,10:00,01,01,Monday,573.02
2024-01-01,11:00,01,01,Monday,575.02
2024-01-01,12:00,01,01,Monday,571.87
2024-01-01,13:00,01,01,Monday,570.54
2024-01-01,14:00,01,01,Monday,568.54
2024-01-01,15:00,01,01,Monday,577.39
2024-01-01,16:00,01,01,Monday,591.49
2024-01-01,17:00,01,01,Monday,605.24
2024-01-01,18:00,01,01,Monday,605.19
2024-01-01,19:00,01,01,Monday,610.94
2024-01-01,20:00,01,01,Monday,626.46
2024-01-01,21:00,01,01,Monday,630.22
2024-01-01,22:00,01,01,Monday,639.02
2024-01-01,23:00,01,01,Monday,642.37
2024-01-02,00:00,02,01,Tuesday,646.47
2024-01-02,01:00,02,01,Tuesday,644.82
2024-01-02,02:00,02,01,Tuesday,648.51
2024-01-02,03:00,02,01,Tuesday,649.75
2024-01-02,04:00,02,01,Tuesday,644.17
2024-01-02,05:00,02,01,Tuesday,622.78
2024-01-02,06:00,02,01,Tuesday,610.91
2024-01-02,07:00,02,01,Tuesday,608.13
2024-01-02,08:00,02,01,Tuesday,604.76
2024-01-02,09:00,02,01,Tuesday,605.41
2024-01-02,10:00,02,01,Tuesday,599.82
2024-01-02,11:00,02,01,Tuesday,598.44
2024-01-02,12:00,02,01,Tuesday,596.83
2024-01-02,13:00,02,01,Tuesday,600.65
2024-01-02,14:00,02,01,Tuesday,603.53
2024-01-02,15:00,02,01,Tuesday,616.38
2024-01-02,16:00,02,01,Tuesday,624.65
2024-01-02,17:00,02,01,Tuesday,629.56
2024-01-02,18:00,02,01,Tuesday,627.88
2024-01-02,19:00,02,01,Tuesday,637.64
2024-01-02,20:00,02,01,Tuesday,654.46
2024-01-02,21:00,02,01,Tuesday,662.93
2024-01-02,22:00,02,01,Tuesday,670.57
2024-01-02,23:00,02,01,Tuesday,671.24
2024-01-03,00:00,03,01,Wednesday,672.74
2024-01-03,01:00,03,01,Wednesday,672.29
2024-01-03,02:00,03,01,Wednesday,676.46
2024-01-03,03:00,03,01,Wednesday,672.64
2024-01-03,04:00,03,01,Wednesday,663.34
2024-01-03,05:00,03,01,Wednesday,651.85
2024-01-03,06:00,03,01,Wednesday,645.2
2024-01-03,07:00,03,01,Wednesday,637.17
