task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
1,hu-worker-c27,39/35f13c,nf-3935f13c29f1d01838984fb8bf8a783c-4c9ca,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK,chip_seq_data.csv,NFCORE_CHIPSEQ:CHIPSEQ:INPUT_CHECK:SAMPLESHEET_CHECK (chip_seq_data.csv),COMPLETED,0,-,quay.io/biocontainers/python:3.8.3,1,14400000,-,1073741824,1,1749708224472,1749708233000,1749708242000,17528,4000,-,4.3,0.0,2908160,11575296,2908160,11579392,690218,9280,247,18,5029888,20480,2,1,/input/data/work/39/35f13c29f1d01838984fb8bf8a783c,true,-
2,hu-worker-c28,99/9e8633,nf-999e8633872f9402b9e6af21c28c3cf9-7e402,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES,genome.fa,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:CUSTOM_GETCHROMSIZES (genome.fa),COMPLETED,0,-,quay.io/biocontainers/samtools:1.15.1--h1170115_0,1,14400000,-,1073741824,1,1749708224339,1749708226000,1749708269000,44661,43000,-,100.0,0.0,6230016,12410880,6230016,12414976,3147403165,5954,48261,20,9469952,16384,34,2427,/input/data/work/99/9e8633872f9402b9e6af21c28c3cf9,true,-
214,hu-worker-c35,a1/82261f,nf-a182261f8d1b75249fc813cafc196a59-9e607,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS,genome.fa.sizes,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GENOME_BLACKLIST_REGIONS (genome.fa.sizes),COMPLETED,0,-,quay.io/biocontainers/bedtools:2.30.0--hc088bd4_0,1,14400000,-,1073741824,1,1749708273489,1749708274000,1749708275000,1511,0,-,101.6,0.0,2916352,11575296,2916352,11579392,102216,26549,195,23,4222976,20480,5,5,/input/data/work/a1/82261f8d1b75249fc813cafc196a59,true,-
3,hu-worker-c35,40/e82982,nf-40e8298212d6ac5a748b892683d315ce-e390a,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED,genes.gtf,NFCORE_CHIPSEQ:CHIPSEQ:PREPARE_GENOME:GTF2BED (genes.gtf),COMPLETED,0,-,quay.io/biocontainers/perl:5.26.2,1,14400000,-,3398434816,1,1749708224412,1749708229000,1749708310000,85588,80000,-,97.0,1.1,2896384000,2917593088,2896384000,2917597184,916296397,25693126,112010,3154,2453504,25702400,46,1508,/input/data/work/40/e8298212d6ac5a748b892683d315ce,true,-
63,hu-worker-c31,32/44a4c4,nf-3244a4c4a835329a98c247a14384c2ad-f6772,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,FOXA1_VCaP_Control_REP2_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (FOXA1_VCaP_Control_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1749708244498,1749708254000,1749708329000,84502,74000,-,105.1,0.3,403722240,3679076352,403722240,3679080448,633528188,1726379,1203625,5449,19705856,2207744,6,0,/input/data/work/32/44a4c4a835329a98c247a14384c2ad,true,-
23,hu-worker-c31,64/7e157a,nf-647e157aa5e87ce000b24a12f19919ac-cb25d,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,AR_VCAP_Control_REP1_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_Control_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1749708243280,1749708253000,1749708344000,100720,90000,-,104.7,0.3,402051072,3676979200,402051072,3744092160,827199766,1751196,1581825,5511,573440,2318336,6,2,/input/data/work/64/7e157aa5e87ce000b24a12f19919ac,true,-
19,hu-worker-c31,b7/e92c40,nf-b7e92c40f339ada60e8df69a90c6f46a-57499,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,AR_LAPC4_R1881_REP2_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_LAPC4_R1881_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1749708243478,1749708253000,1749708353000,109522,99000,-,103.0,0.3,402894848,3676979200,402894848,3678351360,886122635,1754306,1696912,5523,30756864,2375680,119,2,/input/data/work/b7/e92c40f339ada60e8df69a90c6f46a,true,-
37,hu-worker-c31,58/54fdc0,nf-5854fdc0cbb281ff757cae7bb7bbc7e3-b3cec,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,AR_VCAP_R1881_REP2_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (AR_VCAP_R1881_REP2_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1749708243837,1749708254000,1749708352000,108163,97000,-,100.8,0.3,402128896,3608817664,402272256,3675930624,832686766,1754260,1592544,5492,0,2351104,6,2,/input/data/work/58/54fdc0cbb281ff757cae7bb7bbc7e3,true,-
55,hu-worker-c31,cb/7f8de1,nf-cb7f8de11fc1dd65c0fdffcc1311d2d1-743e3,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,BRD4_VCaP_R1881_REP1_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (BRD4_VCaP_R1881_REP1_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1749708244179,1749708253000,1749708354000,109821,99000,-,104.0,0.3,404381696,3676979200,404381696,3678277632,901816312,1753817,1727563,5516,0,2392064,6,3,/input/data/work/cb/7f8de11fc1dd65c0fdffcc1311d2d1,true,-
94,hu-worker-c31,86/e66179,nf-86e661790938048cfdf3b9ea3312a62a-6c6ff,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC,H3K27ac_LAPC4_Daro_REP3_T1,NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:FASTQC (H3K27ac_LAPC4_Daro_REP3_T1),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,2,28800000,-,1680867328,1,1749708247001,1749708254000,1749708354000,106999,99000,-,103.2,0.3,404729856,3813302272,404729856,3814674432,854887648,1736182,1635913,5519,0,2383872,6,3,/input/data/work/86/e661790938048cfdf3b9ea3312a62a,true,-
