task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
1,hu-worker-c24,5c/c85bcf,nf-5cc85bcfeb8bddb4e8fd0353af305597,NFCORE_MAG:MAG:BOWTIE2_PHIX_REMOVAL_BUILD,GCA_002596845.1_ASM259684v1_genomic.fna.gz,NFCORE_MAG:MAG:BOWTIE2_PHIX_REMOVAL_BUILD (GCA_002596845.1_ASM259684v1_genomic.fna.gz),COMPLETED,0,-,quay.io/biocontainers/bowtie2:2.4.2--py38h1c8e9b9_1,1,14400000,-,7516192768,1,1715706783466,1728892818238,1728892819238,10534,0,-,97.0,0.0,2899968,11575296,2899968,11579392,1426608,8406721,460,1452,4194304,8421376,2,1,/input/data/work/5c/c85bcfeb8bddb4e8fd0353af305597,true,-
17,hu-worker-c25,5c/a4e444,nf-5ca4e44499f3732049c2a5c356872c93,NFCORE_MAG:MAG:FASTP,ERR260274,NFCORE_MAG:MAG:FASTP (ERR260274),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1715706783140,1728892811238,1728892841238,32860,29000,-,413.2,0.9,2477174784,3100909568,2477174784,3168022528,1068703309,877248756,435,2146,0,877277184,16,199,/input/data/work/5c/a4e44499f3732049c2a5c356872c93,true,-
18,hu-worker-c34,83/5c742f,nf-835c742fe45e431f58a0e600419dabcb,NFCORE_MAG:MAG:FASTQC_RAW,ERR260273,NFCORE_MAG:MAG:FASTQC_RAW (ERR260273),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715706783304,1728892810238,1728892840238,31696,28000,-,219.7,0.4,1080995840,4833021952,1080995840,4900134912,745709404,3815271,1423416,11930,4198400,4317184,12,9,/input/data/work/83/5c742fe45e431f58a0e600419dabcb,true,-
21,hu-worker-c24,aa/28a510,nf-aa28a510313537a4830de8cbac1f353e,NFCORE_MAG:MAG:FASTP,ERR260271,NFCORE_MAG:MAG:FASTP (ERR260271),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1715706783556,1728892817238,1728892838238,29444,20000,-,447.2,1.0,2666004480,3234992128,2666004480,3302105088,739109274,580278034,358,1636,0,580304896,12,56,/input/data/work/aa/28a510313537a4830de8cbac1f353e,true,-
27,hu-worker-c27,30/b21185,nf-30b211851aa23bb1e07e41d1bb971913,NFCORE_MAG:MAG:FASTQC_RAW,ERR260271,NFCORE_MAG:MAG:FASTQC_RAW (ERR260271),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715706783773,1728892812238,1728892842238,33227,28000,-,211.5,0.4,1084276736,4901183488,1084276736,4902309888,702089170,3849418,1338207,12064,4194304,4382720,10,9,/input/data/work/30/b211851aa23bb1e07e41d1bb971913,true,-
32,hu-worker-c42,1a/b56660,nf-1ab5666039e8f8004d45a7482649a08b,NFCORE_MAG:MAG:FASTQC_RAW,ERR260216,NFCORE_MAG:MAG:FASTQC_RAW (ERR260216),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715706783506,1728892815238,1728892847238,38494,31000,-,215.9,0.4,1151811584,5115490304,1151901696,5180506112,936966835,3947522,1796936,12052,0,4456448,7,4,/input/data/work/1a/b5666039e8f8004d45a7482649a08b,true,-
14,hu-worker-c34,1e/c1787c,nf-1ec1787c988b213f7c94c0a58d08d660,NFCORE_MAG:MAG:FASTQC_RAW,ERR260274,NFCORE_MAG:MAG:FASTQC_RAW (ERR260274),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1715706783602,1728892811238,1728892848238,39398,35000,-,213.0,0.4,1082220544,4969345024,1082220544,5036457984,1031664610,3808048,1981905,11867,0,4329472,11,5,/input/data/work/1e/c1787c988b213f7c94c0a58d08d660,true,-
7,hu-worker-c28,93/e8b13e,nf-93e8b13e2504635f2be5034037165931,NFCORE_MAG:MAG:FASTP,ERR275252,NFCORE_MAG:MAG:FASTP (ERR275252),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1715706783264,1728892809238,1728892860238,51736,49000,-,746.3,1.1,2938241024,3368669184,2938241024,3435782144,1839385355,1751588016,621,6284,4194304,1751609344,16,38,/input/data/work/93/e8b13e2504635f2be5034037165931,true,-
24,hu-worker-c27,47/4d6e68,nf-474d6e68387ef6c1d55a5a7afee27e6c,NFCORE_MAG:MAG:FASTP,ERR260215,NFCORE_MAG:MAG:FASTP (ERR260215),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1715706783385,1728892812238,1728892855238,46615,42000,-,508.8,1.0,2751188992,3233927168,2751201280,3233931264,1493744213,1396189949,539,3040,0,1396215808,21,82,/input/data/work/47/4d6e68387ef6c1d55a5a7afee27e6c,true,-
12,hu-worker-c35,a4/a7c2b6,nf-a4a7c2b6ec03f302b520eaca904974b2,NFCORE_MAG:MAG:FASTP,ERR260158,NFCORE_MAG:MAG:FASTP (ERR260158),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1715706783425,1728892812238,1728892857238,48575,44000,-,546.2,1.0,2831020032,3263823872,2831020032,3263827968,2003336386,1802267459,660,3896,0,1802293248,14,48,/input/data/work/a4/a7c2b6ec03f302b520eaca904974b2,true,-
