task_id,hostname,hash,native_id,process,tag,name,status,exit,module,container,cpus,time,disk,memory,attempt,submit,start,complete,duration,realtime,queue,%cpu,%mem,rss,vmem,peak_rss,peak_vmem,rchar,wchar,syscr,syscw,read_bytes,write_bytes,vol_ctxt,inv_ctxt,workdir,scratch,error_action
2,hu-worker-c35,12/5120a8,nf-125120a86ce261c18e0bb11e75c374b7,NFCORE_MAG:MAG:BOWTIE2_PHIX_REMOVAL_BUILD,GCA_002596845.1_ASM259684v1_genomic.fna.gz,NFCORE_MAG:MAG:BOWTIE2_PHIX_REMOVAL_BUILD (GCA_002596845.1_ASM259684v1_genomic.fna.gz),COMPLETED,0,-,quay.io/biocontainers/bowtie2:2.4.2--py38h1c8e9b9_1,1,14400000,-,7516192768,1,1718121137795,1733734783503,1733734785503,-22795,1000,-,92.7,0.0,2887680,11575296,2887680,11579392,1426244,8406727,460,1452,0,8421376,3,2,/input/data/work/12/5120a86ce261c18e0bb11e75c374b7,true,-
23,hu-worker-c27,57/885682,nf-57885682b1064c8d252e6e2f2b85eabf,NFCORE_MAG:MAG:FASTP,ERR260271,NFCORE_MAG:MAG:FASTP (ERR260271),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1718121137838,1733734794503,1733734814503,6162,19000,-,442.9,1.0,2602500096,3100774400,2602500096,3167887360,739109569,580278040,358,1636,0,580304896,12,39,/input/data/work/57/885682b1064c8d252e6e2f2b85eabf,true,-
21,hu-worker-c25,50/3f9191,nf-503f919190f40447e3de0b9ebf0dd46a,NFCORE_MAG:MAG:FASTQC_RAW,ERR260271,NFCORE_MAG:MAG:FASTQC_RAW (ERR260271),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1718121138053,1733734784503,1733734812503,3947,27000,-,219.7,0.4,1136640000,5113393152,1137152000,5180506112,702088937,3849413,1338206,11926,4218880,4354048,10,1,/input/data/work/50/3f919190f40447e3de0b9ebf0dd46a,true,-
26,hu-worker-c42,5a/495e21,nf-5a495e21cdee0cb9a8e85b043d437caf,NFCORE_MAG:MAG:FASTP,ERR260216,NFCORE_MAG:MAG:FASTP (ERR260216),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1718121137289,1733734792503,1733734819503,11711,27000,-,461.8,1.0,2803421184,3234062336,2803453952,3301175296,978119649,887981610,416,2166,0,888008704,25,50,/input/data/work/5a/495e21cdee0cb9a8e85b043d437caf,true,-
18,hu-worker-c41,c2/d006e3,nf-c2d006e3b66e1085c25449ccbf07465f,NFCORE_MAG:MAG:FASTP,ERR260274,NFCORE_MAG:MAG:FASTP (ERR260274),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1718121137596,1733734808503,1733734840503,32404,31000,-,409.3,0.9,2346975232,3033800704,2346975232,3100913664,1068702127,877248754,435,2146,3178496,877277184,40,58,/input/data/work/c2/d006e3b66e1085c25449ccbf07465f,true,-
12,hu-worker-c35,1f/3f0391,nf-1f3f0391c26b8768569094653887a5dd,NFCORE_MAG:MAG:FASTQC_RAW,ERR260275,NFCORE_MAG:MAG:FASTQC_RAW (ERR260275),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1718121137878,1733734784503,1733734819503,11122,34000,-,211.4,0.4,1083080704,4833021952,1083080704,4900134912,960683437,4033110,1843294,12297,4194304,4587520,10,9,/input/data/work/1f/3f0391c26b8768569094653887a5dd,true,-
16,hu-worker-c27,2e/33816c,nf-2e33816cde8ad80216f16db9a5458f0a,NFCORE_MAG:MAG:FASTQC_RAW,ERR260273,NFCORE_MAG:MAG:FASTQC_RAW (ERR260273),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1718121137512,1733734794503,1733734823503,15488,28000,-,213.4,0.4,1083342848,4901183488,1083641856,4901191680,745710178,3815275,1423414,11884,20480,4349952,8,5,/input/data/work/2e/33816cde8ad80216f16db9a5458f0a,true,-
7,hu-worker-c28,04/40add8,nf-0440add835b16c817ad8b0e5181d1383,NFCORE_MAG:MAG:FASTP,ERR275252,NFCORE_MAG:MAG:FASTP (ERR275252),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1718121137553,1733734785503,1733734836503,28447,50000,-,740.7,1.1,2938736640,3368669184,2938736640,3368673280,1839385349,1751588015,622,6284,0,1751609344,17,59,/input/data/work/04/40add835b16c817ad8b0e5181d1383,true,-
28,hu-worker-c24,02/7cffb5,nf-027cffb529bb47c92140a214b7645321,NFCORE_MAG:MAG:FASTP,ERR260215,NFCORE_MAG:MAG:FASTP (ERR260215),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1718121137993,1733734791503,1733734836503,28007,45000,-,505.7,1.0,2754011136,3233927168,2754011136,3233931264,1493743881,1396189926,538,3040,0,1396219904,15,70,/input/data/work/02/7cffb529bb47c92140a214b7645321,true,-
33,hu-worker-c41,74/0d9bee,nf-740d9beeaa25e31df38ab9b293edb493,NFCORE_MAG:MAG:FASTP,ERR260210,NFCORE_MAG:MAG:FASTP (ERR260210),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1718121137958,1733734808503,1733734873503,65042,63000,-,618.4,1.1,2941829120,3369811968,2941829120,3369816064,3573354056,3105108948,1035,5628,0,3105128448,7,48,/input/data/work/74/0d9beeaa25e31df38ab9b293edb493,true,-
4,hu-worker-c25,9a/d1a9c3,nf-9ad1a9c369c42659084a26bfc0426d3c,NFCORE_MAG:MAG:KRONA_DB,-,NFCORE_MAG:MAG:KRONA_DB,COMPLETED,0,-,quay.io/biocontainers/krona:2.7.1--pl526_5,1,14400000,-,7516192768,1,1718121138022,1733734785503,1733734848503,39978,62721,-,78.7,0.7,1888317440,1950089216,1908891648,1970626560,1044253030,1143689476,115790,85479,4096,672325632,4112,246,/input/data/work/9a/d1a9c369c42659084a26bfc0426d3c,true,-
9,hu-worker-c42,e4/863090,nf-e4863090a3333b76dfbe55b4799cea0e,NFCORE_MAG:MAG:FASTP,ERR275251,NFCORE_MAG:MAG:FASTP (ERR275251),COMPLETED,0,-,quay.io/biocontainers/fastp:0.23.2--h79da9fb_0,6,28800000,-,38654705664,1,1718121137675,1733734792503,1733734852503,44325,58000,-,583.2,1.0,2792091648,3282317312,2792091648,3349430272,2854149606,2535975013,862,4776,0,2535997440,13,39,/input/data/work/e4/863090a3333b76dfbe55b4799cea0e,true,-
19,hu-worker-c41,28/318ce4,nf-28318ce4a3d98a47683327803b6b0991,NFCORE_MAG:MAG:FASTQC_RAW,ERR260272,NFCORE_MAG:MAG:FASTQC_RAW (ERR260272),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1718121138201,1733734852503,1733734879503,70799,26000,-,213.1,0.4,1102102528,5009534976,1102102528,5038555136,721474201,3814965,1376096,11837,53071872,4308992,155,2,/input/data/work/28/318ce4a3d98a47683327803b6b0991,true,-
25,hu-worker-c35,01/7f184d,nf-017f184d0c9a5f3367919fe8c7b1260e,NFCORE_MAG:MAG:FASTQC_RAW,ERR260247,NFCORE_MAG:MAG:FASTQC_RAW (ERR260247),COMPLETED,0,-,quay.io/biocontainers/fastqc:0.11.9--0,6,28800000,-,38654705664,1,1718121137392,1733734783503,1733734856503,48608,72000,-,205.9,0.5,1221644288,5117587456,1223409664,5180506112,2201585462,4038169,4266905,12202,0,4730880,11,0,/input/data/work/01/7f184d0c9a5f3367919fe8c7b1260e,true,-
